ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2000;0;0,44;8,33;69,11;0,03415;Senador Canedo;1;52657;0,1506;Centro-Oeste;317,14;82,77;0,5839;Goiás;0,505;0,296;0,735;0,591
2010;0,701;0,43;9,51;74,59;0,01622;Senador Canedo;1;84279;0,086;Centro-Oeste;537,58;84,46;0,4599;Goiás;0,701;0,617;0,827;0,676
1991;0;0,62;8,07;66,39;0,02961;Silvânia;1;15505;0,2355;Centro-Oeste;366,89;85,78;0,639;Goiás;0,438;0,198;0,69;0,615
2000;0;0,56;8,81;72,99;0,02441;Silvânia;1;17417;0,1661;Centro-Oeste;461,37;81,79;0,5051;Goiás;0,578;0,371;0,8;0,652
2010;0,709;0,51;10,12;73,83;0,0175;Silvânia;1;18943;0,1052;Centro-Oeste;708,82;79,32;0,4541;Goiás;0,709;0,606;0,814;0,721
1991;0;0,57;8,51;64,74;0,03469;Uruaçu;1;33794;0,3019;Centro-Oeste;302,35;89,91;0,6586;Goiás;0,454;0,242;0,662;0,584
2000;0;0,57;9,38;71,27;0,02849;Uruaçu;1;33259;0,2094;Centro-Oeste;384;80,41;0,5538;Goiás;0,578;0,402;0,771;0,622
2010;0,737;0,57;10,3;76,61;0,01311;Uruaçu;1;36540;0,139;Centro-Oeste;797,52;84,67;0,461;Goiás;0,737;0,628;0,86;0,74
1991;0;0,5;8,96;66,24;0,03007;Valparaíso De Goiás;1;50858;0,1548;Centro-Oeste;486,29;85,85;0,6995;Goiás;0,531;0,331;0,687;0,66
2000;0;0,53;9,13;71,53;0,02784;Valparaíso De Goiás;1;93975;0,0972;Centro-Oeste;573,09;79,95;0,5646;Goiás;0,632;0,474;0,776;0,686
2010;0,746;0,5;9,96;73,91;0,0173;Valparaíso De Goiás;1;132705;0,046;Centro-Oeste;764,73;84,34;0,4495;Goiás;0,746;0,695;0,815;0,733
1991;0;0,55;7,5;65,48;0,03193;Alta Floresta;1;52004;0,2532;Centro-Oeste;297,62;96,84;0,6409;Mato Grosso;0,391;0,153;0,675;0,581
2000;0;0,59;9,53;70,2;0,02756;Alta Floresta;1;46279;0,1542;Centro-Oeste;520,9;91,16;0,5454;Mato Grosso;0,585;0,397;0,753;0,671
2010;0,714;0,48;9,81;73,99;0,0208;Alta Floresta;1;48593;0,114;Centro-Oeste;660,84;84,61;0,4381;Mato Grosso;0,714;0,629;0,817;0,709
1991;0;0,58;8,75;64,07;0,03639;Araputanga;1;12372;0,2806;Centro-Oeste;359,87;96,68;0,7401;Mato Grosso;0,42;0,186;0,651;0,612
2000;0;0,59;9,65;68,17;0,03402;Araputanga;1;13013;0,2152;Centro-Oeste;514,47;87,43;0,5436;Mato Grosso;0,604;0,457;0,72;0,669
2010;0,725;0,5;9,47;74,56;0,01969;Araputanga;1;15279;0,1452;Centro-Oeste;639,18;85,85;0,4486;Mato Grosso;0,725;0,655;0,826;0,704
1991;0;0,64;8,47;64,56;0,03577;Aripuanã;1;6859;0,2814;Centro-Oeste;494,26;95,07;0,6728;Mato Grosso;0,41;0,158;0,659;0,663
2000;0;0,52;7,68;67,9;0,03494;Aripuanã;1;12893;0,2029;Centro-Oeste;579,24;94,49;0,5549;Mato Grosso;0,528;0,299;0,715;0,688
2010;0,675;0,56;6,75;73,97;0,02084;Aripuanã;1;18398;0,1286;Centro-Oeste;558,26;84,46;0,4927;Mato Grosso;0,675;0,553;0,816;0,682
1991;0;0,61;7,17;64,56;0,03577;Barra Do Bugres;1;20429;0,3576;Centro-Oeste;334,22;96,89;0,7211;Mato Grosso;0,404;0,167;0,659;0,6
2000;0;0,55;9,2;68,26;0,0337;Barra Do Bugres;1;25414;0,2406;Centro-Oeste;384,48;91,35;0,6195;Mato Grosso;0,55;0,37;0,721;0,622
2010;0,693;0,51;8,7;74,05;0,02069;Barra Do Bugres;1;31545;0,1736;Centro-Oeste;563,98;86,15;0,4803;Mato Grosso;0,693;0,595;0,818;0,684
1991;0;0,6;8,39;65,31;0,03245;Barra Do Garças;1;45207;0,2012;Centro-Oeste;424;96,24;0,6364;Mato Grosso;0,491;0,276;0,672;0,638
2000;0;0,59;9,52;69,27;0,03043;Barra Do Garças;1;50186;0,119;Centro-Oeste;594,31;79,49;0,5144;Mato Grosso;0,631;0,493;0,738;0,692
2010;0,748;0,55;10,29;74,01;0,02077;Barra Do Garças;1;56419;0,0912;Centro-Oeste;789,99;81,08;0,4331;Mato Grosso;0,748;0,693;0,817;0,738
1991;0;0,55;8,81;64,25;0,03577;Cáceres;1;67765;0,2981;Centro-Oeste;271,34;90,05;0,745;Mato Grosso;0,42;0,2;0,654;0,566
2000;0;0,61;9,29;70,03;0,02808;Cáceres;1;79355;0,2103;Centro-Oeste;442,8;81,97;0,5769;Mato Grosso;0,586;0,415;0,751;0,645
2010;0,708;0,53;9,09;73,76;0,02128;Cáceres;1;87269;0,1319;Centro-Oeste;590,43;78,64;0,4966;Mato Grosso;0,708;0,633;0,813;0,691
1991;0;0,56;8,61;67,47;0,03025;Campo Novo Do Parecis;1;5285;0,1451;Centro-Oeste;537,67;98,11;0,5928;Mato Grosso;0,495;0,254;0,708;0,676
2000;0;0,68;8,83;69,86;0,02859;Campo Novo Do Parecis;1;16213;0,1112;Centro-Oeste;657,92;92,33;0,5153;Mato Grosso;0,595;0,397;0,748;0,709
2010;0,734;0,45;9,19;74,15;0,02048;Campo Novo Do Parecis;1;27246;0,0731;Centro-Oeste;823,32;89,63;0,4185;Mato Grosso;0,734;0,649;0,819;0,745
1991;0;0,6;7,54;63,75;0,03743;Chapada Dos Guimarães;1;12511;0,3646;Centro-Oeste;271,69;86,77;0,8215;Mato Grosso;0,394;0,167;0,646;0,566
2000;0;0,62;7,67;69,1;0,03097;Chapada Dos Guimarães;1;15493;0,2553;Centro-Oeste;376,82;79,51;0,6004;Mato Grosso;0,522;0,313;0,735;0,619
2010;0,688;0,53;8,73;74,99;0,01885;Chapada Dos Guimarães;1;17704;0,1598;Centro-Oeste;540,98;76,95;0,5084;Mato Grosso;0,688;0,578;0,833;0,677
1991;0;0,59;7,73;63,19;0,04408;Colíder;1;29434;0,3149;Centro-Oeste;250,32;94,57;0,639;Mato Grosso;0,355;0,127;0,637;0,553
2000;0;0,63;9,54;68,26;0,0337;Colíder;1;27737;0,1932;Centro-Oeste;532,6;88,47;0,5336;Mato Grosso;0,575;0,39;0,721;0,675
2010;0,713;0,56;9,2;74,16;0,02046;Colíder;1;30525;0,1282;Centro-Oeste;758,67;82,79;0,4385;Mato Grosso;0,713;0,604;0,819;0,732
1991;0;0,59;8,16;64,73;0,03782;Comodoro;1;8166;0,2911;Centro-Oeste;301,59;93,57;0,7497;Mato Grosso;0,389;0,152;0,662;0,583
2000;0;0,64;7,66;68,76;0,03207;Comodoro;1;14758;0,2322;Centro-Oeste;474,42;90,31;0,6305;Mato Grosso;0,521;0,296;0,729;0,656
2010;0,689;0,54;8,67;75,37;0,01815;Comodoro;1;17996;0,1612;Centro-Oeste;573,89;84,27;0,516;Mato Grosso;0,689;0,567;0,84;0,687
1991;0;0,57;6,22;64,25;0,03577;Confresa;1;4510;0,4147;Centro-Oeste;153,9;97,47;0,7985;Mato Grosso;0,287;0,076;0,654;0,475
2000;0;0,62;6,4;68,37;0,03336;Confresa;1;16988;0,2543;Centro-Oeste;323,27;89,8;0,6159;Mato Grosso;0,451;0,213;0,723;0,594
2010;0,668;0,58;9,24;73,72;0,02135;Confresa;1;25075;0,1517;Centro-Oeste;484,89;79,15;0,5055;Mato Grosso;0,668;0,556;0,812;0,66
1991;0;0,59;9;67,47;0,03025;Cuiabá;1;395780;0,1306;Centro-Oeste;615,55;88,68;0,6397;Mato Grosso;0,569;0,372;0,708;0,698
2000;0;0,63;10,22;70,67;0,02618;Cuiabá;1;478084;0,0818;Centro-Oeste;882,97;79,83;0,4867;Mato Grosso;0,692;0,577;0,761;0,756
2010;0,785;0,59;9,91;75,01;0,01875;Cuiabá;1;547297;0,0531;Centro-Oeste;1161,49;79,06;0,3913;Mato Grosso;0,785;0,726;0,834;0,8
1991;0;0,66;9,74;67,47;0,02627;Diamantino;1;14350;0,2161;Centro-Oeste;543,29;96,76;0,707;Mato Grosso;0,513;0,282;0,708;0,678
2000;0;0,65;9,59;71,12;0,02487;Diamantino;1;17488;0,1437;Centro-Oeste;598,97;89,81;0,569;Mato Grosso;0,636;0,483;0,769;0,694
2010;0,718;0,47;8,76;74,87;0,01909;Diamantino;1;20172;0,0902;Centro-Oeste;681,66;85,38;0,4551;Mato Grosso;0,718;0,625;0,831;0,714
1991;0;0,66;7,12;63,75;0,03743;Guarantã Do Norte;1;17834;0,2396;Centro-Oeste;330,28;97,38;0,695;Mato Grosso;0,357;0,118;0,646;0,598
2000;0;0,63;7,96;68,47;0,03302;Guarantã Do Norte;1;27279;0,1479;Centro-Oeste;530,29;91,36;0,5828;Mato Grosso;0,53;0,305;0,725;0,674
2010;0,703;0,48;8,83;74,58;0,01964;Guarantã Do Norte;1;32121;0,1001;Centro-Oeste;594,14;85,71;0,4194;Mato Grosso;0,703;0,609;0,826;0,692
1991;0;0,53;9,41;67,07;0,02736;Jaciara;1;18463;0,2312;Centro-Oeste;385,96;94,8;0,6226;Mato Grosso;0,495;0,277;0,701;0,623
2000;0;0,54;10,12;72,4;0,02136;Jaciara;1;22178;0,1668;Centro-Oeste;510,85;85,68;0,4918;Mato Grosso;0,634;0,483;0,79;0,668
2010;0,735;0,51;8,8;74,96;0,01891;Jaciara;1;25453;0,1251;Centro-Oeste;742,81;78,52;0,4474;Mato Grosso;0,735;0,655;0,833;0,728
1991;0;0,55;8,56;65,37;0,03227;Juara;1;24621;0,2807;Centro-Oeste;268,04;95,17;0,6766;Mato Grosso;0,385;0,15;0,673;0,564
2000;0;0,61;8,1;70,27;0,02735;Juara;1;29607;0,1877;Centro-Oeste;590,22;87,98;0,573;Mato Grosso;0,572;0,358;0,755;0,691
2010;0,682;0,49;7,78;75,18;0,0185;Juara;1;32647;0,127;Centro-Oeste;619,81;85,88;0,4683;Mato Grosso;0,682;0,543;0,836;0,699
1991;0;0,57;8,27;63,35;0,03878;Juína;1;34608;0,2228;Centro-Oeste;412,83;96,34;0,6546;Mato Grosso;0,403;0,162;0,639;0,634
2000;0;0,6;8,16;69,16;0,03079;Juína;1;36689;0,1801;Centro-Oeste;570,26;90,82;0,5568;Mato Grosso;0,56;0,347;0,736;0,686
2010;0,716;0,58;7,61;75,72;0,01751;Juína;1;38963;0,1217;Centro-Oeste;763,35;87,02;0,4627;Mato Grosso;0,716;0,593;0,845;0,733
1991;0;0,61;9;69,89;0,02025;Lucas Do Rio Verde;1;6520;0,0929;Centro-Oeste;600,41;97,23;0,6376;Mato Grosso;0,549;0,319;0,748;0,694
2000;0;0,53;10,04;73,27;0,01911;Lucas Do Rio Verde;1;19042;0,0847;Centro-Oeste;750,5;91,64;0,5186;Mato Grosso;0,658;0,485;0,805;0,73
2010;0,768;0,46;10,21;74,96;0,01892;Lucas Do Rio Verde;1;45306;0,0426;Centro-Oeste;938,65;92,09;0,3789;Mato Grosso;0,768;0,71;0,833;0,766
1991;0;0,63;8,57;63,63;0,03782;Nobres;1;14011;0,3218;Centro-Oeste;296,07;102,48;0,8031;Mato Grosso;0,423;0,203;0,644;0,58
2000;0;0,53;8,21;68,35;0,0334;Nobres;1;14692;0,2394;Centro-Oeste;339,34;86,79;0,6402;Mato Grosso;0,538;0,357;0,723;0,602
2010;0,699;0,46;9,86;74,64;0,01953;Nobres;1;14901;0,1525;Centro-Oeste;533,53;80,99;0,5126;Mato Grosso;0,699;0,611;0,827;0,675
1991;0;0,53;8,94;67,07;0,02736;Nova Mutum;1;5452;0,1365;Centro-Oeste;428,82;97,59;0,6053;Mato Grosso;0,432;0,18;0,701;0,64
2000;0;0,56;8,65;71,03;0,02514;Nova Mutum;1;13423;0,0727;Centro-Oeste;724,12;90,82;0,5621;Mato Grosso;0,64;0,471;0,767;0,724
2010;0,758;0,51;9,11;75,2;0,01846;Nova Mutum;1;31112;0,0504;Centro-Oeste;982,9;77,44;0,3855;Mato Grosso;0,758;0,673;0,837;0,773
1991;0;0,52;6,53;62,84;0,04056;Nova Olímpia;1;5974;0,3681;Centro-Oeste;343,18;96,75;0,6198;Mato Grosso;0,403;0,172;0,631;0,604
2000;0;0,49;8,11;69,16;0,03079;Nova Olímpia;1;13763;0,2269;Centro-Oeste;390,8;88,4;0,6482;Mato Grosso;0,524;0,312;0,736;0,625
2010;0,682;0,56;7,15;73,23;0,02235;Nova Olímpia;1;17297;0,1706;Centro-Oeste;639,03;91,31;0,4972;Mato Grosso;0,682;0,561;0,804;0,704
1991;0;0,56;8,15;65,34;0,03237;Nova Xavantina;1;16724;0,2693;Centro-Oeste;321,34;94,73;0,6744;Mato Grosso;0,444;0,219;0,672;0,593
2000;0;0,58;9,12;69,1;0,03097;Nova Xavantina;1;17667;0,2037;Centro-Oeste;473,72;84,48;0,5355;Mato Grosso;0,587;0,419;0,735;0,656
2010;0,704;0,53;9,78;73;0,02284;Nova Xavantina;1;19508;0,1357;Centro-Oeste;674,44;78,08;0,4372;Mato Grosso;0,704;0,613;0,8;0,713
1991;0;0,58;5,36;63,19;0,04408;Paranatinga;1;13519;0,2992;Centro-Oeste;275,07;92,73;0,7387;Mato Grosso;0,334;0,103;0,637;0,568
2000;0;0,61;7,04;68,26;0,0337;Paranatinga;1;14382;0,2116;Centro-Oeste;510,09;82,1;0,6011;Mato Grosso;0,544;0,334;0,721;0,668
2010;0,667;0,5;7,91;74,18;0,02042;Paranatinga;1;19103;0,1444;Centro-Oeste;547,43;87,67;0,4926;Mato Grosso;0,667;0,532;0,82;0,679
1991;0;0,59;7,98;67,07;0,03028;Pedra Preta;1;11179;0,3829;Centro-Oeste;344,1;95,33;0,6181;Mato Grosso;0,407;0,159;0,701;0,604
2000;0;0,48;8,83;69,69;0,02913;Pedra Preta;1;12836;0,2334;Centro-Oeste;402,99;86,73;0,5295;Mato Grosso;0,565;0,385;0,745;0,63
2010;0,679;0,43;8,96;73,73;0,02134;Pedra Preta;1;15592;0,1637;Centro-Oeste;523,92;82,11;0,4644;Mato Grosso;0,679;0,573;0,812;0,672
1991;0;0,62;5,56;65;0,03782;Peixoto De Azevedo;1;31880;0,3245;Centro-Oeste;529,82;95,03;0,6433;Mato Grosso;0,38;0,122;0,667;0,674
2000;0;0,64;8,21;67,39;0,03669;Peixoto De Azevedo;1;23373;0,2782;Centro-Oeste;557,17;87,9;0,6647;Mato Grosso;0,502;0,263;0,707;0,682
2010;0,649;0,67;8,68;70,65;0,02819;Peixoto De Azevedo;1;30572;0,191;Centro-Oeste;589,21;87,09;0,5065;Mato Grosso;0,649;0,521;0,761;0,691
1991;0;0,62;8,56;61,77;0,04446;Poconé;1;29647;0,4135;Centro-Oeste;320,08;93,82;0,8304;Mato Grosso;0,419;0,203;0,613;0,593
2000;0;0,57;8,29;67,63;0,03584;Poconé;1;30414;0,2853;Centro-Oeste;264,76;80,22;0,6561;Mato Grosso;0,528;0,368;0,711;0,562
2010;0,652;0,52;8,51;73,36;0,02209;Poconé;1;31559;0,2292;Centro-Oeste;436,83;78,35;0,5308;Mato Grosso;0,652;0,534;0,806;0,643
1991;0;0,57;7,5;65,48;0,03193;Pontes E Lacerda;1;28821;0,2927;Centro-Oeste;400,26;95,21;0,6871;Mato Grosso;0,383;0,132;0,675;0,629
2000;0;0,59;8,45;70,71;0,02607;Pontes E Lacerda;1;37121;0,195;Centro-Oeste;493,75;88,39;0,5561;Mato Grosso;0,548;0,327;0,762;0,662
2010;0,703;0,49;9,23;73,4;0,022;Pontes E Lacerda;1;41113;0,1297;Centro-Oeste;665,92;86,23;0,4594;Mato Grosso;0,703;0,605;0,807;0,711
1991;0;0,54;7,99;67,04;0,02743;Poxoréo;1;23599;0,3598;Centro-Oeste;256,21;92,96;0,7059;Mato Grosso;0,396;0,159;0,701;0,557
2000;0;0,61;8,83;71,53;0,02372;Poxoréo;1;19700;0,2499;Centro-Oeste;366,79;76,65;0,5877;Mato Grosso;0,554;0,357;0,776;0,615
2010;0,678;0,49;10,11;74,91;0,01901;Poxoréo;1;17433;0,2086;Centro-Oeste;463,98;68,51;0,514;Mato Grosso;0,678;0,573;0,832;0,653
1991;0;0,61;8,54;67,04;0,02743;Primavera Do Leste;1;12241;0,1332;Centro-Oeste;578,32;95,51;0,6454;Mato Grosso;0,507;0,271;0,701;0,688
2000;0;0,55;9,4;71,5;0,02382;Primavera Do Leste;1;39196;0,0879;Centro-Oeste;732,96;90,8;0,5023;Mato Grosso;0,637;0,46;0,775;0,726
2010;0,752;0,51;9,35;75,59;0,01775;Primavera Do Leste;1;51609;0,0613;Centro-Oeste;990,05;89,18;0,3969;Mato Grosso;0,752;0,653;0,843;0,774
1991;0;0,58;8,67;65,16;0,0329;Rondonópolis;1;121296;0,2187;Centro-Oeste;449,33;92,65;0,6274;Mato Grosso;0,48;0,256;0,669;0,647
2000;0;0,58;9,93;70,67;0,02618;Rondonópolis;1;146832;0,141;Centro-Oeste;599,66;85,3;0,5126;Mato Grosso;0,638;0,492;0,761;0,694
2010;0,755;0,52;10,19;74,37;0,02006;Rondonópolis;1;193435;0,0925;Centro-Oeste;843,62;86,32;0,413;Mato Grosso;0,755;0,698;0,823;0,749
1991;0;0,54;7,52;63,63;0,03782;Rosário Oeste;1;19731;0,3772;Centro-Oeste;204,12;87,58;0,8702;Mato Grosso;0,359;0,138;0,644;0,521
2000;0;0,57;8,49;69,67;0,0292;Rosário Oeste;1;18264;0,2942;Centro-Oeste;301,46;77,07;0,6508;Mato Grosso;0,534;0,351;0,745;0,583
2010;0,65;0,49;9,09;73,44;0,02192;Rosário Oeste;1;17564;0,2115;Centro-Oeste;465,66;71,11;0,5213;Mato Grosso;0,65;0,52;0,807;0,653
1991;0;0,49;6,78;66,85;0,02971;Santo Antônio Do Leverger;1;15157;0,4717;Centro-Oeste;181,74;89,23;0,7997;Mato Grosso;0,363;0,137;0,698;0,502
2000;0;0,62;7,29;69,86;0,02859;Santo Antônio Do Leverger;1;14454;0,2579;Centro-Oeste;345,54;63,52;0,5993;Mato Grosso;0,534;0,336;0,748;0,605
2010;0,656;0,49;8,39;73,38;0,02205;Santo Antônio Do Leverger;1;18129;0,2037;Centro-Oeste;460,13;76,27;0,5057;Mato Grosso;0,656;0,539;0,806;0,651
1991;0;0,57;7,67;67,04;0,02743;São José Do Rio Claro;1;11084;0,3045;Centro-Oeste;499,72;97,81;0,692;Mato Grosso;0,443;0,187;0,701;0,664
2000;0;0,58;7,98;70,71;0,02605;São José Do Rio Claro;1;13037;0,2252;Centro-Oeste;496,75;91,06;0,5917;Mato Grosso;0,562;0,352;0,762;0,663
2010;0,682;0,48;8,55;75,47;0,01796;São José Do Rio Claro;1;16554;0,1524;Centro-Oeste;580,99;87,41;0,451;Mato Grosso;0,682;0,548;0,841;0,689
1991;0;0,55;9;64,53;0,03489;São José Dos Quatro Marcos;1;21364;0,3138;Centro-Oeste;275,13;95,53;0,6561;Mato Grosso;0,4;0,171;0,659;0,569
2000;0;0,48;10,25;69,69;0,02912;São José Dos Quatro Marcos;1;19231;0,207;Centro-Oeste;338,93;84,17;0,5259;Mato Grosso;0,571;0,415;0,745;0,602
2010;0,719;0,54;9,47;73,95;0,02089;São José Dos Quatro Marcos;1;18953;0,1542;Centro-Oeste;653,02;73,79;0,437;Mato Grosso;0,719;0,643;0,816;0,707
1991;0;0,41;2,83;71,77;0,01948;Sapezal;1;574;0,0772;Centro-Oeste;496,68;98,87;0,5111;Mato Grosso;0,341;0,077;0,78;0,663
2000;0;0,47;8,68;73,41;0,01876;Sapezal;1;7310;0,1093;Centro-Oeste;703,81;87,69;0,4838;Mato Grosso;0,601;0,374;0,807;0,719
2010;0,732;0,47;9,2;75,14;0,01858;Sapezal;1;17672;0,0695;Centro-Oeste;892,71;93,11;0,41;Mato Grosso;0,732;0,62;0,836;0,758
1991;0;0,56;9,11;71,77;0,02025;Sinop;1;35906;0,1445;Centro-Oeste;582,78;97,77;0,6059;Mato Grosso;0,5;0,232;0,78;0,689
2000;0;0,55;9,13;73,12;0,0195;Sinop;1;73791;0,1125;Centro-Oeste;676,93;89,62;0,553;Mato Grosso;0,626;0,43;0,802;0,713
2010;0,754;0,49;10,52;74,93;0,01898;Sinop;1;112124;0,0662;Centro-Oeste;877,68;87,6;0,4295;Mato Grosso;0,754;0,682;0,832;0,755
1991;0;0,55;9,39;67,75;0,02552;Sorriso;1;14720;0,099;Centro-Oeste;546,76;98,01;0,5851;Mato Grosso;0,517;0,286;0,713;0,679
2000;0;0,62;9,15;73,27;0,01911;Sorriso;1;35083;0,0956;Centro-Oeste;904,73;92,08;0,5357;Mato Grosso;0,664;0,478;0,805;0,76
2010;0,744;0,54;9,5;75,33;0,01823;Sorriso;1;66131;0,0644;Centro-Oeste;988,74;84,93;0,4251;Mato Grosso;0,744;0,635;0,839;0,774
1991;0;0,58;8,77;65,16;0,0329;Tangará Da Serra;1;39127;0,2561;Centro-Oeste;405,73;95,98;0,6294;Mato Grosso;0,443;0,206;0,669;0,631
2000;0;0,59;9,61;69,16;0,03079;Tangará Da Serra;1;56757;0,1641;Centro-Oeste;656,6;90,23;0,5215;Mato Grosso;0,621;0,46;0,736;0,708
2010;0,729;0,55;9,25;74,47;0,01986;Tangará Da Serra;1;82699;0,106;Centro-Oeste;846,59;85,33;0,4232;Mato Grosso;0,729;0,626;0,825;0,749
1991;0;0,57;8,11;62,55;0,04408;Terra Nova Do Norte;1;16887;0,2356;Centro-Oeste;274,62;96,56;0,669;Mato Grosso;0,363;0,135;0,626;0,568
2000;0;0,56;9,38;68,47;0,03302;Terra Nova Do Norte;1;13516;0,1739;Centro-Oeste;333,73;73,76;0,625;Mato Grosso;0,521;0,326;0,725;0,6
2010;0,698;0,51;10,64;73,89;0,02101;Terra Nova Do Norte;1;11241;0,1412;Centro-Oeste;594,53;81,79;0,4802;Mato Grosso;0,698;0,602;0,815;0,692
1991;0;0,49;8,62;65,38;0,03224;Várzea Grande;1;160873;0,1965;Centro-Oeste;326,79;92,17;0,7001;Mato Grosso;0,471;0,261;0,673;0,596
2000;0;0,54;9,47;71,4;0,02408;Várzea Grande;1;212937;0,1221;Centro-Oeste;494,04;86,38;0,5329;Mato Grosso;0,62;0,465;0,773;0,663
2010;0,734;0,46;9,62;75,5;0,01686;Várzea Grande;1;251845;0,0752;Centro-Oeste;668,86;85,93;0,4315;Mato Grosso;0,734;0,661;0,842;0,711
1991;0;0,72;7,36;64,04;0,03647;Vila Rica;1;9279;0,228;Centro-Oeste;362,68;97,72;0,6386;Mato Grosso;0,404;0,165;0,651;0,613
2000;0;0,57;7,31;68,35;0,0334;Vila Rica;1;14283;0,1929;Centro-Oeste;367,23;83,95;0,576;Mato Grosso;0,485;0,256;0,723;0,615
2010;0,688;0,56;8,92;74,74;0,01934;Vila Rica;1;21253;0,1196;Centro-Oeste;658,27;83,05;0,4965;Mato Grosso;0,688;0,553;0,829;0,709
1991;0;0,52;8,04;64,08;0,05119;Anastácio;1;19254;0,2857;Centro-Oeste;210,03;87,76;0,7038;Mato Grosso do Sul;0,362;0,139;0,651;0,525
2000;0;0,56;8,59;68,07;0,0366;Anastácio;1;22251;0,1973;Centro-Oeste;331,54;80,69;0,5878;Mato Grosso do Sul;0,517;0,322;0,718;0,598
2010;0,663;0,47;10,12;72,33;0,0274;Anastácio;1;23704;0,1457;Centro-Oeste;495,48;79,23;0,506;Mato Grosso do Sul;0,663;0,557;0,789;0,663
1991;0;0,55;9,69;67,68;0,0369;Aparecida Do Taboado;1;15038;0,3005;Centro-Oeste;376,74;80,12;0,5904;Mato Grosso do Sul;0,473;0,24;0,711;0,619
2000;0;0,52;10,08;70,22;0,0292;Aparecida Do Taboado;1;18231;0,1905;Centro-Oeste;453,43;76,08;0,5204;Mato Grosso do Sul;0,579;0,396;0,754;0,649
2010;0,697;0,46;9,34;73,23;0,02529;Aparecida Do Taboado;1;22216;0,1247;Centro-Oeste;692,79;77,62;0,4436;Mato Grosso do Sul;0,697;0,588;0,804;0,717
1991;0;0,61;8,11;66,84;0,03999;Aquidauana;1;38585;0,2275;Centro-Oeste;329,49;86,47;0,6965;Mato Grosso do Sul;0,447;0,215;0,697;0,597
2000;0;0,64;8,62;69,46;0,03171;Aquidauana;1;42939;0,1702;Centro-Oeste;485,81;75,79;0,6016;Mato Grosso do Sul;0,556;0,351;0,741;0,66
2010;0,688;0,56;9,55;75,39;0,02057;Aquidauana;1;45168;0,1068;Centro-Oeste;585,62;76,42;0,5351;Mato Grosso do Sul;0,688;0,562;0,84;0,69
1991;0;0,58;7,84;66,34;0,04191;Bataguassu;1;11344;0,3196;Centro-Oeste;336,22;90,76;0,6816;Mato Grosso do Sul;0,458;0,232;0,689;0,601
2000;0;0,52;9,9;70,15;0,02941;Bataguassu;1;16010;0,2049;Centro-Oeste;431,19;81,35;0,5395;Mato Grosso do Sul;0,601;0,45;0,753;0,641
2010;0,71;0,47;9,82;75,8;0,01974;Bataguassu;1;19684;0,1312;Centro-Oeste;614,34;78,53;0,4498;Mato Grosso do Sul;0,71;0,606;0,847;0,698
1991;0;0,68;8,89;66,84;0,03999;Bela Vista;1;18886;0,2102;Centro-Oeste;393,25;87,75;0,7591;Mato Grosso do Sul;0,468;0,235;0,697;0,626
2000;0;0,68;9,58;69,76;0,03073;Bela Vista;1;21301;0,1681;Centro-Oeste;447,5;82,5;0,6544;Mato Grosso do Sul;0,58;0,404;0,746;0,647
2010;0,698;0,61;10,08;74,81;0,02178;Bela Vista;1;22890;0,1191;Centro-Oeste;621,23;76,68;0,5681;Mato Grosso do Sul;0,698;0,585;0,83;0,699
1991;0;0,64;8,15;64,84;0,04795;Caarapó;1;22322;0,3411;Centro-Oeste;317,58;87,31;0,6887;Mato Grosso do Sul;0,422;0,191;0,664;0,592
2000;0;0,58;9,04;68,64;0,03456;Caarapó;1;20518;0,2411;Centro-Oeste;341,75;82,44;0,6272;Mato Grosso do Sul;0,548;0,376;0,727;0,603
2010;0,692;0,5;9,1;74,65;0,02211;Caarapó;1;25578;0,1595;Centro-Oeste;537,01;81,64;0,5508;Mato Grosso do Sul;0,692;0,592;0,828;0,676
1991;0;0,59;9,47;68,04;0,03829;Campo Grande;1;518518;0,116;Centro-Oeste;633,42;89,28;0,6001;Mato Grosso do Sul;0,563;0,354;0,717;0,703
2000;0;0,6;10,42;70,43;0,02867;Campo Grande;1;656882;0,0783;Centro-Oeste;782,39;79,85;0,4983;Mato Grosso do Sul;0,673;0,548;0,757;0,736
2010;0,784;0,56;10,93;75,62;0,01989;Campo Grande;1;777917;0,0491;Centro-Oeste;1089,37;79,03;0,4147;Mato Grosso do Sul;0,784;0,724;0,844;0,79
1991;0;0,65;8,5;66,16;0,04259;Cassilândia;1;18058;0,2674;Centro-Oeste;528,39;92,59;0,5839;Mato Grosso do Sul;0,514;0,294;0,686;0,673
2000;0;0,53;10,11;71,35;0,02565;Cassilândia;1;19901;0,1824;Centro-Oeste;481,45;81,05;0,4932;Mato Grosso do Sul;0,615;0,457;0,773;0,658
2010;0,727;0,54;10,45;73,63;0,02436;Cassilândia;1;20708;0,1427;Centro-Oeste;885,1;80,98;0,4582;Mato Grosso do Sul;0,727;0,627;0,811;0,756
